title,main_category,price_actual,discount_pct,item_rating,total_sold,potential_score,link_ori
Kids Pyjamas Set Children Sleepwear Baju Tidur Kanak Kids Cloth Baby Nightwear Clothes Pajamas Bayi | Shopee Malaysia,Baby & Toys,8.8,37.14285714285714,5.0,34200,87.50596344699781,https://shopee.com.my/Kids-Pyjamas-Set-Children-Sleepwear-Baju-Tidur-Kanak-Kids-Cloth-Baby-Nightwear-Clothes-Pajamas-Bayi-i.213143706.4235239858
50000mAh 4 Cables Full Capacity Mini Powerbank Dual USB Portable Digital Display Power Bank Slim Battery | Shopee Malaysia,Mobile & Accessories,23.8,29.585798816568037,4.8,37900,87.44923658424501,https://shopee.com.my/50000mAh-4-Cables-Full-Capacity-Mini-Powerbank-Dual-USB-Portable-Digital-Display-Power-Bank-Slim-Battery-i.115116464.1998532024
50000mAh 4 Cables Full Capacity Mini Powerbank Dual USB Portable Digital Display Power Bank Slim Battery | Shopee Malaysia,Mobile & Accessories,23.8,29.585798816568037,4.8,37700,87.430510382404,https://shopee.com.my/50000mAh-4-Cables-Full-Capacity-Mini-Powerbank-Dual-USB-Portable-Digital-Display-Power-Bank-Slim-Battery-i.115116464.1998532024
KKBS CURTAIN Camilla Langsir Siap Jahit Semi Blackout Plain Cangkuk & Ring (Camilla Ready Made Curtain Hook & Eyelet) | Shopee Malaysia,Home & Living,25.99,35.025000000000006,4.9,29600,87.4199461727712,https://shopee.com.my/KKBS-CURTAIN-Camilla-Langsir-Siap-Jahit-Semi-Blackout-Plain-Cangkuk-Ring-%28Camilla-Ready-Made-Curtain-Hook-Eyelet%29-i.18834437.6448431824
KKBS CURTAIN Camilla Langsir Siap Jahit Semi Blackout Plain Cangkuk & Ring (Camilla Ready Made Curtain Hook & Eyelet) | Shopee Malaysia,Home & Living,25.99,35.025000000000006,4.9,29600,87.4199461727712,https://shopee.com.my/KKBS-CURTAIN-Camilla-Langsir-Siap-Jahit-Semi-Blackout-Plain-Cangkuk-Ring-%28Camilla-Ready-Made-Curtain-Hook-Eyelet%29-i.18834437.6448431824
[No Oil] 500 gram Zhi Wei Herbs ROASTED Salted India Cashew Nut 印度烤腰豆/腰果 Kacang Gajus Goreng - Free Bubble wrap | Shopee Malaysia,Groceries & Pets,23.2,20.0,4.9,30500,87.40271921107912,https://shopee.com.my/-No-Oil-500-gram-Zhi-Wei-Herbs-ROASTED-Salted-India-Cashew-Nut-%E5%8D%B0%E5%BA%A6%E7%83%A4%E8%85%B0%E8%B1%86-%E8%85%B0%E6%9E%9C-Kacang-Gajus-Goreng-Free-Bubble-wrap-i.116304324.1837780058
Ampaian Penyidai Baju / 3 Tier Foldable Clothes Drying Rack / Ampaian Baju Baby | Shopee Malaysia,Home & Living,22.69,23.08474576271186,4.8,37400,87.35040335652049,https://shopee.com.my/Ampaian-Penyidai-Baju-3-Tier-Foldable-Clothes-Drying-Rack-Ampaian-Baju-Baby-i.46241709.4545868397
Nestle Omega Plus Milk Powder Softpack 1kg | Shopee Malaysia,Groceries & Pets,39.9,24.57466918714556,4.9,24800,87.25893727655505,https://shopee.com.my/Nestle-Omega-Plus-Milk-Powder-Softpack-1kg-i.52784309.1388469674
Sexy lingerie women pyjamas pajamas baju tidur perempuan t shirt nightwear | Shopee Malaysia,Women Clothes,6.3,28.000000000000004,4.9,43500,87.24460030829191,https://shopee.com.my/Sexy-lingerie-women-pyjamas-pajamas-baju-tidur-perempuan-t-shirt-nightwear-i.68893640.5714794616
Sexy lingerie women pyjamas pajamas baju tidur perempuan t shirt nightwear | Shopee Malaysia,Women Clothes,6.3,28.000000000000004,4.9,43500,87.24460030829191,https://shopee.com.my/Sexy-lingerie-women-pyjamas-pajamas-baju-tidur-perempuan-t-shirt-nightwear-i.68893640.5714794616
Karyaseni Novel: Dheo'S : Anjell ISBN: 978-967-469-090-8 | Shopee Malaysia,"Games, Books & Hobbies",22.0,21.428571428571427,5.0,23700,87.20231115845604,https://shopee.com.my/Karyaseni-Novel-Dheo%27S-Anjell-ISBN-978-967-469-090-8-i.257079836.7233287151
More Size BUBBLE WRAP SINGLE / DOUBLE LAYER (100m)  / Air Bubble Wrap Borong Murah 泡泡纸 气泡膜 包装 [BW02] | Shopee Malaysia,Home & Living,13.8,37.272727272727266,4.9,32900,87.10705739811941,https://shopee.com.my/More-Size-BUBBLE-WRAP-SINGLE-DOUBLE-LAYER-%28100m%29-Air-Bubble-Wrap-Borong-Murah-%E6%B3%A1%E6%B3%A1%E7%BA%B8-%E6%B0%94%E6%B3%A1%E8%86%9C-%E5%8C%85%E8%A3%85-BW02--i.9584069.98746503
Black Mask Mask Hitam 3Ply Disposable | 50pcs/box 3ply | Shopee Malaysia,Health & Beauty,2.2,26.66666666666666,4.8,68000,86.93402483289762,https://shopee.com.my/Black-Mask-Mask-Hitam-3Ply-Disposable-50pcs-box-3ply-i.292442664.5463138456
DIY Phone Casing/Customized Phone Case/ Personalized Phone Casing | Shopee Malaysia,Mobile & Accessories,8.0,20.0,5.0,29700,86.90322348556553,https://shopee.com.my/DIY-Phone-Casing-Customized-Phone-Case-Personalized-Phone-Casing-i.76106159.2015773873
Ocean Papa Ikan Bilis Mata Biru Saiz M Gred 5A (Belum Kopek) Rangup Lembut (500G) [Borong] / Halal Dried Anchovy | Shopee Malaysia,Groceries & Pets,25.0,34.21052631578947,5.0,20900,86.89606729248851,https://shopee.com.my/Ocean-Papa-Ikan-Bilis-Mata-Biru-Saiz-M-Gred-5A-%28Belum-Kopek%29-Rangup-Lembut-%28500G%29-Borong-Halal-Dried-Anchovy-i.10767117.2269087663
Ocean Papa Ikan Bilis Mata Biru Saiz M Gred 5A (Belum Kopek) Rangup Lembut (500G) [Borong] / Halal Dried Anchovy | Shopee Malaysia,Groceries & Pets,25.0,34.21052631578947,5.0,20900,86.89606729248851,https://shopee.com.my/Ocean-Papa-Ikan-Bilis-Mata-Biru-Saiz-M-Gred-5A-%28Belum-Kopek%29-Rangup-Lembut-%28500G%29-Borong-Halal-Dried-Anchovy-i.10767117.2269087663
🇲🇾 DESINCE Men Formal Button Smart Casual Plus Size Long Sleeve Slim Fit Kemeja Suit Shirt MT 007 | Shopee Malaysia,Men Clothes,21.09,27.275862068965516,4.8,33500,86.8812879928027,https://shopee.com.my/%F0%9F%87%B2%F0%9F%87%BE-DESINCE-Men-Formal-Button-Smart-Casual-Plus-Size-Long-Sleeve-Slim-Fit-Kemeja-Suit-Shirt-MT-007-i.14125190.123202761
Anakku Detergent With Softener (2L) 165-7200 | Shopee Malaysia,Baby & Toys,16.9,34.74903474903475,5.0,23200,86.84064685042043,https://shopee.com.my/Anakku-Detergent-With-Softener-%282L%29-165-7200-i.135811057.2176166687
【HALAL】Mum's Soup Pan Mee (Anchovies Broth) | Mum's Pan Mee Sup (Perisa Ikan Bilis) | 清汤妈妈板面 (江鱼仔汤底) | Shopee Malaysia,Groceries & Pets,4.15,24.54545454545454,5.0,35600,86.83227575803423,https://shopee.com.my/%E3%80%90HALAL%E3%80%91Mum%27s-Soup-Pan-Mee-%28Anchovies-Broth%29-Mum%27s-Pan-Mee-Sup-%28Perisa-Ikan-Bilis%29-%E6%B8%85%E6%B1%A4%E5%A6%88%E5%A6%88%E6%9D%BF%E9%9D%A2-%28%E6%B1%9F%E9%B1%BC%E4%BB%94%E6%B1%A4%E5%BA%95%29-i.254151783.6383145946
Ocean Papa Ikan Bilis Kopek Istimewa Gred 3A / A Rangup - (500G) [Borong] / Halal Peeled Dried Anchovy | Shopee Malaysia,Groceries & Pets,29.9,33.55555555555556,5.0,19300,86.80842432480856,https://shopee.com.my/Ocean-Papa-Ikan-Bilis-Kopek-Istimewa-Gred-3A-A-Rangup-%28500G%29-Borong-Halal-Peeled-Dried-Anchovy-i.10767117.5016598263
Philips Avent Natural Baby Bottle 0m+ (4oz/125ml x 2 bottles) SCF690/23 | Shopee Malaysia,Baby & Toys,53.0,24.285714285714285,5.0,15800,86.7214596283177,https://shopee.com.my/Philips-Avent-Natural-Baby-Bottle-0m-%284oz-125ml-x-2-bottles%29-SCF690-23-i.5396214.86553764
NESTL� MILO� CHOCOLATE MALT UHT 4 x 125ml cluster | Shopee Malaysia,Groceries & Pets,4.18,11.814345991561192,4.9,42300,86.7004039994622,https://shopee.com.my/NESTL%EF%BF%BD-MILO%EF%BF%BD-CHOCOLATE-MALT-UHT-4-x-125ml-cluster-i.52784309.1388469676
Seluar cargo Slim-Fit premium quality multipocket boleh pakai tali pinggang Tactical Pant  Kain Tebal SELUAR KERJA | Shopee Malaysia,Men Clothes,16.0,15.789473684210526,4.8,33800,86.61309781699593,https://shopee.com.my/Seluar-cargo-Slim-Fit-premium-quality-multipocket-boleh-pakai-tali-pinggang-Tactical-Pant-Kain-Tebal-SELUAR-KERJA-i.54396978.3182256124
[M'sia ] 119 👑 SAUNA QUEEN 👑 Complete Set Portable Steam Home Sauna Tent Bag Foldable SLIMMING Health Skin Beauty Detox | Shopee Malaysia,Health & Beauty,119.0,20.13422818791946,4.9,14300,86.49617416557254,https://shopee.com.my/-M%27sia-119-%F0%9F%91%91-SAUNA-QUEEN-%F0%9F%91%91-Complete-Set-Portable-Steam-Home-Sauna-Tent-Bag-Foldable-SLIMMING-Health-Skin-Beauty-Detox-i.327842859.4259906584
MamyPoko Extra Dry Pants Unisex - M192/L152/XL128/XXL104 | Shopee Malaysia,Baby & Toys,167.6,10.851063829787238,5.0,10200,86.42204508527962,https://shopee.com.my/MamyPoko-Extra-Dry-Pants-Unisex-M192-L152-XL128-XXL104-i.201848551.6411984163
UGREEN 20W PD Fast USB Charger Quick Charge 4.0 3.0 Charger compatible for iPhone 14 13 12 11 X XS XR 8 For IOS 15 system | Shopee Malaysia,Mobile & Accessories,37.9,36.833333333333336,4.9,19400,86.33400796240281,https://shopee.com.my/UGREEN-20W-PD-Fast-USB-Charger-Quick-Charge-4.0-3.0-Charger-compatible-for-iPhone-14-13-12-11-X-XS-XR-8-For-IOS-15-system-i.82080415.7652345484
100% Authentic Hairscape 5000 Professional Salon Use Hair Dryer Hair Blower Pengering Rambut Powerful Motor | Shopee Malaysia,Health & Beauty,32.5,33.6734693877551,4.9,20100,86.29265310431389,https://shopee.com.my/100-Authentic-Hairscape-5000-Professional-Salon-Use-Hair-Dryer-Hair-Blower-Pengering-Rambut-Powerful-Motor-i.25345706.306394529
EVAS Char Char Argan Oil Shampoo 1500ml | Shopee Malaysia,Health & Beauty,49.9,36.02564102564102,5.0,14100,86.25317456275434,https://shopee.com.my/EVAS-Char-Char-Argan-Oil-Shampoo-1500ml-i.11202379.1863078014
"Logitech M330 Silent Plus Wireless Mouse, 2.4 GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month | Shopee Malaysia",Computer & Accessories,62.9,30.11111111111111,4.9,15500,86.08945981142446,https://shopee.com.my/Logitech-M330-Silent-Plus-Wireless-Mouse-2.4-GHz-with-USB-Nano-Receiver-1000-DPI-Optical-Tracking-3-Buttons-24-Month-i.55732479.7028871955
Women BOOTCUT Jeans pant For women Good quality [Ready Stock] | Shopee Malaysia,Women Clothes,15.99,36.04,4.9,23200,86.03058091547102,https://shopee.com.my/Women-BOOTCUT-Jeans-pant-For-women-Good-quality-Ready-Stock--i.382484362.3479877507
Women BOOTCUT Jeans pant For women Good quality [Ready Stock] | Shopee Malaysia,Women Clothes,15.99,36.04,4.9,23100,86.01529276606922,https://shopee.com.my/Women-BOOTCUT-Jeans-pant-For-women-Good-quality-Ready-Stock--i.382484362.3479877507
Women BOOTCUT Jeans pant For women Good quality [Ready Stock] | Shopee Malaysia,Women Clothes,15.99,36.04,4.9,23100,86.01529276606922,https://shopee.com.my/Women-BOOTCUT-Jeans-pant-For-women-Good-quality-Ready-Stock--i.382484362.3479877507
Apple iPhone 11 64GB / 128GB / 256GB | Shopee Malaysia,Mobile & Accessories,2149.0,36.77552221241542,4.9,5100,85.98756820353537,https://shopee.com.my/Apple-iPhone-11-64GB-128GB-256GB-i.304509804.7751920122
